"folio_recepcion","descripcion","inicio_carga"
"2024497719",,2024-05-03 18:46:40.759
"2024497447",COTIZ < LIQ DE SUELDO,2024-05-03 20:15:27.127
"2024491087",,2024-05-03 20:30:27.162
"2024489713",,2024-05-03 20:30:28.717
"2024489096",FALTA COTIZ. SALUD,2024-05-03 20:30:28.927
"2024499188",COTIZ < LIQ DE SUELDO,2024-05-03 20:30:29.009
"2024499142",COTIZ < LIQ DE SUELDO,2024-05-03 20:30:55.265
"2024489802",,2024-05-03 20:31:01.729
"2024489665",,2024-05-03 20:31:03.666
"2024489321",,2024-05-03 20:31:05.969
"2024489125",,2024-05-03 20:31:06.066
"2024489028",RENTA = TOPE,2024-05-03 20:31:11.895
"2024497949",COTIZ < LIQ DE SUELDO,2024-05-03 20:31:13.584
"2024497938",,2024-05-03 20:31:13.691
"2024497765",,2024-05-03 20:31:17.800
"2024498727",,2024-05-03 20:31:26.179
"2024497709",,2024-05-03 20:31:26.246
"2024497452",,2024-05-03 20:31:26.302
"2024497498",,2024-05-03 20:31:39.636
"2024035014",FALTA COTIZ. SALUD,2024-05-03 20:31:39.693
"2024498613",,2024-05-03 20:31:40.102
"2024498726",,2024-05-03 20:31:45.515
"2024489011",,2024-05-03 20:31:45.609
"2024498565",,2024-05-03 20:31:45.761
"2024499130",,2024-05-03 20:31:47.777
"2024489345",,2024-05-03 20:31:48.922
"2024491418",,2024-05-03 20:31:50.808
"2024489669",,2024-05-03 20:31:56.435
"2024489031",,2024-05-03 20:31:56.468
"2024491907",,2024-05-03 20:32:02.223
"2024497896",,2024-05-03 20:32:03.420
"2024491158",,2024-05-03 20:32:06.499
"2024498267",,2024-05-03 20:32:13.158
"2024489708",,2024-05-03 20:32:14.254
"2024499118",,2024-05-03 20:32:17.121
"2024491157",,2024-05-03 20:32:17.181
"2024489426",,2024-05-03 20:32:19.142
"2024497556",,2024-05-03 20:45:27.238
"2024489675",,2024-05-03 20:45:37.917
"2024489149",,2024-05-03 20:45:38.163
"2024498530",,2024-05-03 20:45:38.248
"2024489479",,2024-05-03 20:45:38.422
"2024499214",,2024-05-03 20:45:45.793
"2024497752",,2024-05-03 20:45:45.833
"2024499197",COTIZ < LIQ DE SUELDO,2024-05-03 20:45:47.088
"2024498238",,2024-05-03 20:45:51.939
"2024497527",COTIZ < LIQ DE SUELDO,2024-05-03 20:45:51.986
"2024491174",,2024-05-03 20:45:53.778
"2024498858",,2024-05-03 20:45:53.880
"2024489369",,2024-05-03 20:45:53.983
"2024498313",,2024-05-03 20:45:54.043
"2024497686",RENTA = TOPE,2024-05-03 20:45:55.249
"2024489842",,2024-05-03 20:45:58.737
"2024498531",,2024-05-03 20:45:58.785
"2024490276",,2024-05-03 20:46:01.295
"2024498407",NO HAY IMAGENES PARA DESCARGAR,2024-05-03 20:46:01.323
"2024489271",,2024-05-03 20:46:01.474
"2024490259",COTIZ < LIQ DE SUELDO,2024-05-03 20:46:03.551
"2024499087",,2024-05-03 20:46:03.738
"2024491003",,2024-05-03 20:46:04.787
"2024489131",,2024-05-03 20:46:05.941
"2024498831",,2024-05-03 20:46:06.314
"2024486224",NO IMAGENES CON API,2024-05-06 12:45:26.886
"2024486181",,2024-05-06 12:45:28.461
"2024486172",NO IMAGENES CON API,2024-05-06 12:45:28.486
"2024486221",NO IMAGENES CON API,2024-05-06 12:45:28.511
"2024487080",,2024-05-06 12:45:28.530
"2024499035",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.558
"2024488910",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.583
"2024498989",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.603
"2024488973",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.621
"2024488803",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.639
"2024487816",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.660
"2024489622",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.681
"2024489610",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.705
"2024487841",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.726
"2024488906",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.746
"2024491219",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.767
"2024491299",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.825
"2024489401",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.844
"2024488219",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.864
"2024488631",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.888
"2024488202",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.907
"2024488000",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.930
"2024488984",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.949
"2024488228",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.968
"2024487837",NO PROCESADO MEDIPASS,2024-05-06 12:45:28.987
"2024488005",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.013
"2024489413",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.070
"2024487788",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.098
"2024487785",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.119
"2024489205",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.149
"2024488007",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.179
"2024489208",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.198
"2024488225",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.226
"2024488001",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.260
"2024498976",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.279
"2024488006",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.297
"2024488923",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.317
"2024487773",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.336
"2024489775",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.353
"2024488227",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.380
"2024488795",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.399
"2024498974",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.422
"2024488796",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.443
"2024488812",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.462
"2024488975",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.485
"2024499055",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.504
"2024487786",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.523
"2024488428",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.545
"2024488922",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.565
"2024488220",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.585
"2024489402",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.606
"2024487763",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.627
"2024488807",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.646
"2024489615",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.667
"2024488801",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.684
"2024487809",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.702
"2024488234",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.723
"2024488813",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.744
"2024488427",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.768
"2024488632",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.793
"2024488798",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.813
"2024488444",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.835
"2024488221",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.862
"2024499225",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.884
"2024487787",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.908
"2024488439",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.931
"2024488013",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.954
"2024487832",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.973
"2024489773",NO PROCESADO MEDIPASS,2024-05-06 12:45:29.993
"2024499034",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.106
"2024487835",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.171
"2024487769",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.191
"2024488421",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.251
"2024487806",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.278
"2024487758",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.306
"2024487994",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.328
"2024488442",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.362
"2024488629",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.395
"2024491199",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.421
"2024487795",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.442
"2024488198",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.462
"2024488977",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.488
"2024487778",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.513
"2024488010",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.541
"2024488625",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.564
"2024488626",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.584
"2024488226",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.605
"2024499063",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.626
"2024487765",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.648
"2024487807",NO PROCESADO MEDIPASS,2024-05-06 12:45:30.667
"2024486109",,2024-05-06 13:15:27.121
"2024488019",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.434
"2024499018",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.455
"2024487833",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.486
"2024488229",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.521
"2024489396",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.538
"2024488011",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.567
"2024491207",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.585
"2024487818",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.608
"2024489631",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.628
"2024489862",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.648
"2024499054",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.668
"2024499246",NO PROCESADO MEDIPASS,2024-05-06 13:15:28.685
"2024486320",,2024-05-06 13:45:27.021
"2024489417",NO PROCESADO MEDIPASS,2024-05-06 13:45:28.273
"2024489421",NO PROCESADO MEDIPASS,2024-05-06 13:45:28.293
"2024491755",NO PROCESADO MEDIPASS,2024-05-06 13:45:28.312
"2024498988",NO PROCESADO MEDIPASS,2024-05-06 14:15:26.773
"2024491211",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.259
"2024499058",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.303
"2024498981",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.334
"2024499016",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.381
"2024498972",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.412
"2024467093",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.445
"2024489201",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.492
"2024499050",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.527
"2024499431",NO PROCESADO MEDIPASS,2024-05-06 14:15:28.565
"2024486124",NO IMAGENES CON API,2024-05-06 14:45:26.940
"2024486058",NO IMAGENES CON API,2024-05-06 14:45:28.341
"2024486270",NO IMAGENES CON API,2024-05-06 14:45:28.374
"2024486280",NO IMAGENES CON API,2024-05-06 14:45:28.399
"2024486385",NO IMAGENES CON API,2024-05-06 14:45:28.421
"2024486399",NO IMAGENES CON API,2024-05-06 14:45:28.449
"2024486167",NO IMAGENES CON API,2024-05-06 14:45:28.476
"2024486070",NO IMAGENES CON API,2024-05-06 14:45:28.503
"2024491489",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.528
"2024491765",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.560
"2024491995",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.591
"2024491987",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.614
"2024491324",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.640
"2024489619",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.669
"2024491785",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.699
"2024499252",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.722
"2024499451",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.746
"2024491304",NO PROCESADO MEDIPASS,2024-05-06 14:45:28.775
"2024487571",FALTA COTIZ. SALUD,2024-05-06 15:00:27.001
"2024487571",COTIZ < LIQ DE SUELDO,2024-05-06 15:00:27.001
"2024488524",FALTA COTIZ. SALUD,2024-05-06 15:00:28.677
"2024498967",COTIZ < LIQ DE SUELDO,2024-05-06 15:00:36.498
"2024488541",,2024-05-06 15:00:47.290
"2024487568",COTIZ < LIQ DE SUELDO,2024-05-06 15:00:47.328
"2024488695",,2024-05-06 15:00:48.807
"2024488663",COTIZ < LIQ DE SUELDO,2024-05-06 15:00:58.628
"2024487738",,2024-05-06 15:00:58.921
"2024488659",,2024-05-06 15:01:04.816
"2024488675",,2024-05-06 15:01:04.845
"2024498941",,2024-05-06 15:01:06.851
"2024488570",,2024-05-06 15:01:07.870
"2024488581",,2024-05-06 15:01:10.244
"2024489455",,2024-05-06 15:01:15.709
"2024499194",COTIZ < LIQ DE SUELDO,2024-05-06 15:01:20.680
"2024487560",COTIZ < LIQ DE SUELDO,2024-05-06 15:01:22.603
"2024487560",FALTA COTIZ. SALUD,2024-05-06 15:01:22.603
"2024488586",,2024-05-06 15:01:22.681
"2024491009",,2024-05-06 15:01:28.176
"2024488298",,2024-05-06 15:01:30.208
"2024487898",,2024-05-06 15:01:30.269
"2024491068",,2024-05-06 15:01:32.531
"2024488535",,2024-05-06 15:01:32.573
"2024489560",NO HAY IMAGENES PARA DESCARGAR,2024-05-06 15:01:32.669
"2024499002",NO IMAGENES CON API,2024-05-06 15:15:27.619
"2024498983",NO PROCESADO MEDIPASS,2024-05-06 15:15:28.863
"2024499060",NO PROCESADO MEDIPASS,2024-05-06 15:15:28.883
"2024499241",NO PROCESADO MEDIPASS,2024-05-06 15:15:28.898
"2024489238",FALTA COTIZ. SALUD,2024-05-06 15:30:27.186
"2024489238",COTIZ < LIQ DE SUELDO,2024-05-06 15:30:27.186
"2024487604",,2024-05-06 15:30:48.102
"2024487527",,2024-05-06 15:30:49.363
"2024487700",COTIZ < LIQ DE SUELDO,2024-05-06 15:30:53.342
"2024003245",FALTA COTIZ. SALUD,2024-05-06 15:30:53.622
"2024150144",FALTA COTIZ. SALUD,2024-05-06 15:31:02.989
"2024488498",,2024-05-06 15:31:03.310
"2024487655",,2024-05-06 15:31:03.527
"2024489688",,2024-05-06 15:31:03.568
"2024488897",,2024-05-06 15:31:10.824
"2024487512",FALTA COTIZ. SALUD,2024-05-06 15:31:12.454
"2024487512",COTIZ < LIQ DE SUELDO,2024-05-06 15:31:12.454
"2024489740",,2024-05-06 15:45:27.324
"2024491144",COTIZ < LIQ DE SUELDO,2024-05-06 15:45:28.580
"2024489518",,2024-05-06 15:45:49.751
"2024489254",,2024-05-06 15:45:53.969
"2024488655",,2024-05-06 15:45:58.075
"2024488321",,2024-05-06 15:45:59.350
"2024166041",FALTA COTIZ. SALUD,2024-05-06 15:46:07.875
"2024035015",,2024-05-06 15:46:28.945
"2024001089",FALTA COTIZ. SALUD,2024-05-06 15:46:28.998
"2024467098",FALTA COTIZ. SALUD,2024-05-06 15:46:41.998
"2024487897",,2024-05-06 15:46:42.456
"2024487566",,2024-05-06 15:46:42.479
"2024488869",,2024-05-06 15:46:42.503
"2024489173",,2024-05-06 15:46:42.541
"2024491162",,2024-05-06 15:46:50.036
"2024499161",,2024-05-06 15:46:50.197
"2024488192",,2024-05-06 15:46:50.310
"2024489216",,2024-05-06 15:46:50.375
"2024489279",,2024-05-06 15:46:56.870
"2024487638",,2024-05-06 15:46:59.740
"2024488964",FALTA COTIZ. SALUD,2024-05-06 15:46:59.977
"2024488964",COTIZ < LIQ DE SUELDO,2024-05-06 15:46:59.977
"2024499192",,2024-05-06 15:47:01.145
"2024488782",,2024-05-06 15:47:01.306
"2024489268",,2024-05-06 15:47:17.431
"2024488034",,2024-05-06 15:47:19.316
"2024488299",,2024-05-06 15:47:24.050
"2024488283",RENTA = TOPE,2024-05-06 15:47:24.140
"2024499191",,2024-05-06 15:47:29.786
"2024488477",COTIZ < LIQ DE SUELDO,2024-05-06 15:47:34.495
"2024487565",,2024-05-06 15:47:39.230
"2024489478",COTIZ < LIQ DE SUELDO,2024-05-06 15:47:46.746
"2024488609",,2024-05-06 15:47:51.672
"2024489724",,2024-05-06 15:47:51.707
"2024489372",,2024-05-06 15:47:52.708
"2024488888",,2024-05-06 15:47:54.635
"2024498920",NO HAY IMAGENES PARA DESCARGAR,2024-05-06 15:48:04.149
"2024488127",,2024-05-06 15:48:04.184
"2024489758",NO PROCESADO MEDIPASS,2024-05-06 15:48:11.143
"2024491195",NO PROCESADO MEDIPASS,2024-05-06 15:48:11.169
"2024491492",NO PROCESADO MEDIPASS,2024-05-06 15:48:11.190
"2024489756",NO PROCESADO MEDIPASS,2024-05-06 15:48:11.216
"2024488839",,2024-05-06 16:00:27.469
"2024488377",,2024-05-06 16:00:34.602
"2024498892",,2024-05-06 16:00:51.581
"2024499072",,2024-05-06 16:00:54.877
"2024487976",COTIZ < LIQ DE SUELDO,2024-05-06 16:00:55.957
"2024487976",FALTA COTIZ. SALUD,2024-05-06 16:00:55.957
"2024487865",,2024-05-06 16:01:02.794
"2024488696",COTIZ < LIQ DE SUELDO,2024-05-06 16:01:02.836
"2024487923",,2024-05-06 16:01:04.170
"2024003217",FALTA COTIZ. SALUD,2024-05-06 16:01:04.220
"2024488301",COTIZ < LIQ DE SUELDO,2024-05-06 16:01:04.494
"2024467095",FALTA COTIZ. SALUD,2024-05-06 16:01:04.656
"2024467097",,2024-05-06 16:01:12.471
"2024499155",,2024-05-06 16:01:12.668
"2024488519",,2024-05-06 16:01:12.848
"2024489457",COTIZ < LIQ DE SUELDO,2024-05-06 16:01:12.877
"2024489531",,2024-05-06 16:01:14.318
"2024491135",,2024-05-06 16:01:14.370
"2024487470",,2024-05-06 16:01:17.258
"2024487576",COTIZ < LIQ DE SUELDO,2024-05-06 16:01:17.523
"2024487576",FALTA COTIZ. SALUD,2024-05-06 16:01:17.523
"2024488139",,2024-05-06 16:01:17.634
"2024489721",,2024-05-06 16:01:17.716
"2024489143",,2024-05-06 16:01:17.759
"2024491086",,2024-05-06 16:15:27.962
"2024487618",FALTA COTIZ. SALUD,2024-05-06 16:15:37.222
"2024487618",COTIZ < LIQ DE SUELDO,2024-05-06 16:15:37.222
"2024488699",,2024-05-06 16:15:37.392
"2024487537",,2024-05-06 16:15:48.776
"2024499421",NO PROCESADO MEDIPASS,2024-05-06 16:15:59.890
"2024489849",NO PROCESADO MEDIPASS,2024-05-06 16:15:59.930
"2024499064",NO PROCESADO MEDIPASS,2024-05-06 16:15:59.968
"2024489853",NO PROCESADO MEDIPASS,2024-05-06 16:16:00.006
"2024499456",NO PROCESADO MEDIPASS,2024-05-06 16:16:00.050
"2024488072",,2024-05-06 16:30:27.507
"2024487892",COTIZ < LIQ DE SUELDO,2024-05-06 16:30:43.628
"2024488681",,2024-05-06 16:30:43.954
"2024498811",,2024-05-06 16:30:44.137
"2024487960",,2024-05-06 16:30:44.271
"2024488893",,2024-05-06 16:30:53.330
"2024489277",,2024-05-06 16:30:59.435
"2024487659",,2024-05-06 16:30:59.483
"2024488492",,2024-05-06 16:31:03.361
"2024489046",,2024-05-06 16:31:03.700
"2024498946",,2024-05-06 16:31:03.736
"2024489325",COTIZ < LIQ DE SUELDO,2024-05-06 16:31:03.898
"2024488175",,2024-05-06 16:31:13.014
"2024488604",,2024-05-06 16:31:17.122
"2024487909",,2024-05-06 16:31:17.261
"2024489671",,2024-05-06 16:31:22.252
"2024488466",,2024-05-06 16:31:22.299
"2024491041",,2024-05-06 16:31:30.773
"2024488130",,2024-05-06 16:31:30.819
"2024491142",,2024-05-06 16:31:32.877
"2024488720",,2024-05-06 16:31:32.915
"2024488662",COTIZ < LIQ DE SUELDO,2024-05-06 16:45:27.643
"2024488564",COTIZ < LIQ DE SUELDO,2024-05-06 16:45:29.172
"2024488564",FALTA COTIZ. SALUD,2024-05-06 16:45:29.172
"2024488824",,2024-05-06 16:45:51.927
"2024487906",,2024-05-06 16:45:52.201
"2024487475",COTIZ < LIQ DE SUELDO,2024-05-06 16:45:54.171
"2024487699",,2024-05-06 16:45:56.689
"2024489656",,2024-05-06 16:45:59.116
"2024489049",,2024-05-06 16:45:59.279
"2024499110",,2024-05-06 16:45:59.406
"2024488340",,2024-05-06 16:46:09.284
"2024488528",,2024-05-06 16:46:10.067
"2024489678",,2024-05-06 16:46:13.983
"2024488735",,2024-05-06 16:46:16.102
"2024487519",COTIZ < LIQ DE SUELDO,2024-05-06 16:46:17.176
"2024488939",,2024-05-06 16:46:17.508
"2024488480",,2024-05-06 16:46:17.553
"2024487749",,2024-05-06 16:46:19.596
"2024491033",,2024-05-06 16:46:20.656
"2024488764",,2024-05-06 16:46:24.352
"2024488396",COTIZ < LIQ DE SUELDO,2024-05-06 16:46:26.311
"2024488485",RENTA = TOPE,2024-05-06 16:46:28.556
"2024488592",COTIZ < LIQ DE SUELDO,2024-05-06 16:46:45.335
"2024488592",FALTA COTIZ. SALUD,2024-05-06 16:46:45.335
"2024489306",,2024-05-06 16:46:51.275
"2024488506",,2024-05-06 16:46:51.330
"2024487690",,2024-05-06 16:46:54.220
"2024488855",,2024-05-06 16:46:55.480
"2024488829",,2024-05-06 16:46:58.477
"2024489116",,2024-05-06 16:46:58.705
"2024488063",,2024-05-06 16:46:59.718
"2024498865",,2024-05-06 16:47:01.950
"2024488290",,2024-05-06 16:47:01.984
"2024491071",,2024-05-06 16:47:09.528
"2024487648",COTIZ < LIQ DE SUELDO,2024-05-06 16:47:13.287
"2024487688",,2024-05-06 16:47:13.385
"2024486340",,2024-05-06 16:47:14.644
"2024499172",NO IMAGENES CON API,2024-05-06 16:47:14.679
"2024491321",NO PROCESADO MEDIPASS,2024-05-06 16:47:14.706
"2024491531",NO PROCESADO MEDIPASS,2024-05-06 16:47:14.745
"2024488068",,2024-05-06 17:00:27.640
"2024491083",COTIZ < LIQ DE SUELDO,2024-05-06 17:00:43.752
"2024487656",,2024-05-06 17:00:53.880
"2024491045",,2024-05-06 17:00:57.563
"2024488769",,2024-05-06 17:00:57.655
"2024489093",,2024-05-06 17:01:02.779
"2024487582",,2024-05-06 17:01:02.892
"2024499119",,2024-05-06 17:01:02.982
"2024488327",,2024-05-06 17:01:04.297
"2024487983",COTIZ < LIQ DE SUELDO,2024-05-06 17:01:04.343
"2024487983",FALTA COTIZ. SALUD,2024-05-06 17:01:04.343
"2024489211",,2024-05-06 17:01:06.877
"2024488952",,2024-05-06 17:01:13.194
"2024487978",,2024-05-06 17:01:13.356
"2024488756",,2024-05-06 17:01:15.453
"2024488680",,2024-05-06 17:01:18.572
"2024487492",,2024-05-06 17:01:20.557
"2024488613",,2024-05-06 17:01:21.751
"2024488356",FALTA COTIZ. SALUD,2024-05-06 17:01:21.832
"2024488356",COTIZ < LIQ DE SUELDO,2024-05-06 17:01:21.832
"2024488184",,2024-05-06 17:01:22.832
"2024491031",,2024-05-06 17:01:23.921
"2024489719",,2024-05-06 17:15:27.260
"2024489248",,2024-05-06 17:15:53.301
"2024491179",COTIZ < LIQ DE SUELDO,2024-05-06 17:15:55.398
"2024489218",,2024-05-06 17:15:57.638
"2024487578",,2024-05-06 17:15:57.694
"2024487523",COTIZ < LIQ DE SUELDO,2024-05-06 17:15:57.751
"2024488353",FALTA COTIZ. SALUD,2024-05-06 17:16:02.281
"2024488353",COTIZ < LIQ DE SUELDO,2024-05-06 17:16:02.281
"2024488289",,2024-05-06 17:16:07.622
"2024488757",,2024-05-06 17:16:18.187
"2024491169",,2024-05-06 17:16:22.861
"2024486227",NO PROCESADO MEDIPASS,2024-05-06 17:16:26.939
"2024491346",NO PROCESADO MEDIPASS,2024-05-06 17:16:26.969
"2024491328",NO PROCESADO MEDIPASS,2024-05-06 17:16:26.995
"2024488361",,2024-05-06 17:30:27.725
"2024488493",,2024-05-06 17:30:29.588
"2024489654",,2024-05-06 17:30:50.860
"2024489284",,2024-05-06 17:30:54.080
"2024488970",,2024-05-06 17:30:55.753
"2024487876",,2024-05-06 17:30:55.865
"2024488875",,2024-05-06 17:30:55.992
"2024488503",,2024-05-06 17:30:57.192
"2024489734",,2024-05-06 17:30:57.244
"2024489973",,2024-05-06 17:30:57.291
"2024488381",,2024-05-06 17:31:01.796
"2024487589",RENTA = TOPE,2024-05-06 17:31:01.830
"2024487597",COTIZ < LIQ DE SUELDO,2024-05-06 17:31:16.213
"2024488760",,2024-05-06 17:31:24.652
"2024488959",,2024-05-06 17:31:24.852
"2024498830",,2024-05-06 17:31:25.914
"2024489505",,2024-05-06 17:31:26.039
"2024489040",,2024-05-06 17:31:27.127
"2024487701",,2024-05-06 17:31:27.268
"2024488051",,2024-05-06 17:31:27.503
"2024489283",FALTA COTIZ. SALUD,2024-05-06 17:31:27.706
"2024489267",,2024-05-06 17:31:27.755
"2024488719",,2024-05-06 17:31:31.685
"2024488260",,2024-05-06 17:31:31.718
"2024488338",,2024-05-06 17:31:32.661
"2024489465",,2024-05-06 17:31:42.088
"2024489353",,2024-05-06 17:31:42.123
"2024499196",,2024-05-06 17:31:49.814
"2024489836",COTIZ < LIQ DE SUELDO,2024-05-06 17:31:49.917
"2024488754",,2024-05-06 17:31:54.665
"2024489661",,2024-05-06 17:31:54.700
"2024487692",,2024-05-06 17:31:59.424
"2024488272",,2024-05-06 17:45:27.703
"2024488953",,2024-05-06 17:45:29.478
"2024489689",,2024-05-06 17:45:44.179
"2024489533",NO HAY IMAGENES PARA DESCARGAR,2024-05-06 17:45:55.546
"2024488271",,2024-05-06 17:45:56.573
"2024491181",,2024-05-06 17:45:57.733
"2024489365",COTIZ < LIQ DE SUELDO,2024-05-06 17:46:07.709
"2024487577",FALTA COTIZ. SALUD,2024-05-06 17:46:12.116
"2024487577",COTIZ < LIQ DE SUELDO,2024-05-06 17:46:12.116
"2024488294",NO HAY IMAGENES PARA DESCARGAR,2024-05-06 17:46:12.209
"2024488170",,2024-05-06 17:46:12.234
"2024488280",,2024-05-06 17:46:13.670
"2024487581",,2024-05-06 17:46:19.239
"2024489528",,2024-05-06 17:46:21.146
"2024489392",,2024-05-06 17:46:21.190
"2024489153",,2024-05-06 17:46:21.215
"2024489234",COTIZ < LIQ DE SUELDO,2024-05-06 17:46:21.298
"2024488882",,2024-05-06 17:46:24.198
"2024489167",,2024-05-06 17:46:24.249
"2024488597",COTIZ < LIQ DE SUELDO,2024-05-06 17:46:26.226
"2024488415",,2024-05-06 17:46:27.254
"2024499066",NO PROCESADO MEDIPASS,2024-05-06 17:46:27.580
"2024491348",NO PROCESADO MEDIPASS,2024-05-06 17:46:27.612
"2024488180",,2024-05-06 18:15:26.987
"2024487670",COTIZ < LIQ DE SUELDO,2024-05-06 18:15:36.688
"2024487619",,2024-05-06 18:15:46.427
"2024489222",COTIZ < LIQ DE SUELDO,2024-05-06 18:15:47.634
"2024487910",,2024-05-06 18:15:50.709
"2024488902",,2024-05-06 18:15:54.992
