"folio_recepcion","descripcion","fecha_recepcion"
"2024488906",NO PROCESADO MEDIPASS,2024-05-03
"2024212779",NO IMAGENES CON API,2024-05-23
"2024484412",COTIZ < LIQ DE SUELDO,2024-05-07
"2024484496",FALTA COTIZ. SALUD,2024-05-07
"2024484496",COTIZ < LIQ DE SUELDO,2024-05-07
"2024486245",NO HAY IMAGENES PARA DESCARGAR,2024-04-30
"2024486656",COTIZ < LIQ DE SUELDO,2024-05-02
"2024490338",FALTA COTIZ. SALUD,2024-05-02
"2024490338",COTIZ < LIQ DE SUELDO,2024-05-02
"2024217598",NO IMAGENES CON API,2024-05-29
"2024490937",FALTA COTIZ. SALUD,2024-05-06
"2024490937",COTIZ < LIQ DE SUELDO,2024-05-06
"2024487230",NO IMAGENES CON API,2024-05-02
"2024212560",NO IMAGENES CON API,2024-05-23
"2024210770",NO PROCESADO MEDIPASS,2024-05-14
"2024488425",NO PROCESADO MEDIPASS,2024-05-03
"2024208380",NO IMAGENES CON API,2024-05-14
"2024089320",FALTA COTIZ. SALUD,2024-05-06
"2024483125",FALTA COTIZ. SALUD,2024-05-06
"2024483216",FALTA COTIZ. SALUD,2024-05-06
"2024483216",COTIZ < LIQ DE SUELDO,2024-05-06
"2024483246",FALTA COTIZ. SALUD,2024-05-06
"2024483246",COTIZ < LIQ DE SUELDO,2024-05-06
"2024498937",COTIZ < LIQ DE SUELDO,2024-04-29
"2024487226",NO IMAGENES CON API,2024-05-02
"2024218375",NO PROCESADO MEDIPASS,2024-05-17
"2024484621",FALTA COTIZ. SALUD,2024-05-07
"2024484621",COTIZ < LIQ DE SUELDO,2024-05-07
"2024483251",COTIZ < LIQ DE SUELDO,2024-05-06
"2024484975",COTIZ < LIQ DE SUELDO,2024-05-07
"2024483465",FALTA COTIZ. SALUD,2024-05-06
"2024483465",COTIZ < LIQ DE SUELDO,2024-05-06
"2024490131",COTIZ < LIQ DE SUELDO,2024-05-02
"2024205886",COTIZ < LIQ DE SUELDO,2024-05-13
"2024489766",NO PROCESADO MEDIPASS,2024-04-29
"2024499218",NO PROCESADO MEDIPASS,2024-04-29
"2024212567",NO IMAGENES CON API,2024-05-23
"2024483900",FALTA COTIZ. SALUD,2024-05-06
"2024483900",COTIZ < LIQ DE SUELDO,2024-05-06
"2024493992",RENTA = TOPE,2024-05-08
"2024484949",COTIZ < LIQ DE SUELDO,2024-05-07
"2024493804",COTIZ < LIQ DE SUELDO,2024-05-08
"2024210724",NO PROCESADO MEDIPASS,2024-05-13
"2024484087",COTIZ < LIQ DE SUELDO,2024-05-07
"2024488113",FALTA COTIZ. SALUD,2024-05-03
"2024488113",COTIZ < LIQ DE SUELDO,2024-05-03
"2024205243",NO PROCESADO MEDIPASS,2024-05-13
"2024218551",NO IMAGENES CON API,2024-05-17
"2024490410",NO PROCESADO MEDIPASS,2024-05-02
"2024484923",FALTA COTIZ. SALUD,2024-05-07
"2024484923",COTIZ < LIQ DE SUELDO,2024-05-07
"2024487256",RENTA = TOPE,2024-05-02
"2024486530",NO PROCESADO MEDIPASS,2024-05-02
"2024489935",COTIZ < LIQ DE SUELDO,2024-04-30
"2024496324",NO PROCESADO MEDIPASS,2024-05-09
"2024486912",FALTA COTIZ. SALUD,2024-05-02
"2024486912",COTIZ < LIQ DE SUELDO,2024-05-02
"2024488495",FALTA COTIZ. SALUD,2024-05-03
"2024488495",COTIZ < LIQ DE SUELDO,2024-05-03
"2024487406",FALTA COTIZ. SALUD,2024-05-02
"2024490174",COTIZ < LIQ DE SUELDO,2024-05-02
"2024202047",NO PROCESADO MEDIPASS,2024-05-27
"2024205708",NO PROCESADO MEDIPASS,2024-05-13
"2024486568",NO PROCESADO MEDIPASS,2024-05-02
"2024483611",FALTA COTIZ. SALUD,2024-05-06
"2024483611",COTIZ < LIQ DE SUELDO,2024-05-06
"2024484042",COTIZ < LIQ DE SUELDO,2024-05-07
"2024487141",NO HAY IMAGENES PARA DESCARGAR,2024-05-02
"2024498926",NO IMAGENES CON API,2024-04-29
"2024488205",NO PROCESADO MEDIPASS,2024-05-03
"2024484044",FALTA COTIZ. SALUD,2024-05-07
"2024484044",COTIZ < LIQ DE SUELDO,2024-05-07
"2024499513",NO PROCESADO MEDIPASS,2024-05-07
"2024494506",COTIZ < LIQ DE SUELDO,2024-04-25
"2024224412",NO PROCESADO MEDIPASS,2024-05-17
"2024487493",FALTA COTIZ. SALUD,2024-05-03
"2024487493",COTIZ < LIQ DE SUELDO,2024-05-03
"2024496491",NO PROCESADO MEDIPASS,2024-05-09
"2024484426",FALTA COTIZ. SALUD,2024-05-07
"2024484426",COTIZ < LIQ DE SUELDO,2024-05-07
"2024484426",RENTA = TOPE,2024-05-07
"2024488061",COTIZ < LIQ DE SUELDO,2024-05-03
"2024488078",FALTA COTIZ. SALUD,2024-05-03
"2024488078",COTIZ < LIQ DE SUELDO,2024-05-03
"2024227160",NO PROCESADO MEDIPASS,2024-05-20
"2024205215",NO PROCESADO MEDIPASS,2024-05-13
"2024202928",NO PROCESADO MEDIPASS,2024-05-27
"2024069373",FALTA COTIZ. SALUD,2024-05-07
"2024069373",NO SE ENCUENTRA CODIGO AFP,2024-05-07
"2024488156",FALTA COTIZ. SALUD,2024-05-03
"2024488156",COTIZ < LIQ DE SUELDO,2024-05-03
"2024201974",NO IMAGENES CON API,2024-05-16
"2024499406",COTIZ < LIQ DE SUELDO,2024-04-30
"2024211084",NO IMAGENES CON API,2024-05-14
"2024177074",FALTA COTIZ. SALUD,2024-05-03
"2024484218",RENTA = TOPE,2024-05-07
"2024217895",NO IMAGENES CON API,2024-05-29
"2024490490",RENTA = TOPE,2024-05-06
"2024484489",COTIZ < LIQ DE SUELDO,2024-05-07
"2024217844",NO IMAGENES CON API,2024-05-29
"2024493986",FALTA COTIZ. SALUD,2024-05-08
"2024493986",COTIZ < LIQ DE SUELDO,2024-05-08
"2024484679",FALTA COTIZ. SALUD,2024-05-07
"2024484679",COTIZ < LIQ DE SUELDO,2024-05-07
"2024490062",FALTA COTIZ. SALUD,2024-05-02
"2024490497",COTIZ < LIQ DE SUELDO,2024-05-06
"2024490542",FALTA COTIZ. SALUD,2024-05-06
"2024490542",COTIZ < LIQ DE SUELDO,2024-05-06
"2024487200",NO IMAGENES CON API,2024-05-02
"2024490354",FALTA COTIZ. SALUD,2024-05-02
"2024490354",COTIZ < LIQ DE SUELDO,2024-05-02
"2024225961",NO IMAGENES CON API,2024-05-23
"2024497650",NO PROCESADO MEDIPASS,2024-04-26
"2024489100",COTIZ < LIQ DE SUELDO,2024-04-29
"2024486485",COTIZ < LIQ DE SUELDO,2024-05-02
"2024210374",NO PROCESADO MEDIPASS,2024-05-13
"2024489521",RENTA = TOPE,2024-04-29
"2024487712",COTIZ < LIQ DE SUELDO,2024-05-03
"2024493925",COTIZ < LIQ DE SUELDO,2024-05-08
"2024490962",FALTA COTIZ. SALUD,2024-05-06
"2024487412",NO IMAGENES CON API,2024-05-02
"2024496638",NO IMAGENES CON API,2024-05-09
"2024219656",NO IMAGENES CON API,2024-05-29
"2024493534",FALTA COTIZ. SALUD,2024-05-08
"2024498981",NO PROCESADO MEDIPASS,2024-04-29
"2024485956",NO PROCESADO MEDIPASS,2024-05-08
"2024490850",NO PROCESADO MEDIPASS,2024-05-06
"2024486951",FALTA COTIZ. SALUD,2024-05-02
"2024487275",FALTA COTIZ. SALUD,2024-05-02
"2024487275",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2024-05-02
"2024227535",NO PROCESADO MEDIPASS,2024-05-20
"2024203335",NO PROCESADO MEDIPASS,2024-05-27
"2024218368",NO PROCESADO MEDIPASS,2024-05-17
"2024483079",RENTA = TOPE,2024-05-06
"2024212610",NO PROCESADO MEDIPASS,2024-05-23
"2024209059",NO IMAGENES CON API,2024-05-22
"2024208765",NO PROCESADO MEDIPASS,2024-05-14
"2024150086",FALTA COTIZ. SALUD,2024-05-08
"2024211428",NO PROCESADO MEDIPASS,2024-05-15
"2024219160",NO PROCESADO MEDIPASS,2024-05-28
"2024217650",NO IMAGENES CON API,2024-05-29
"2024207059",NO PROCESADO MEDIPASS,2024-05-10
"2024225458",NO IMAGENES CON API,2024-05-23
"2024225945",NO IMAGENES CON API,2024-05-23
"2024224364",NO PROCESADO MEDIPASS,2024-05-17
"2024494282",COTIZ < LIQ DE SUELDO,2024-04-25
"2024496302",NO PROCESADO MEDIPASS,2024-05-09
"2024483925",NO HAY IMAGENES PARA DESCARGAR,2024-05-06
"2024208931",COTIZ < LIQ DE SUELDO,2024-05-14
"2024487649",FALTA COTIZ. SALUD,2024-05-03
"2024487649",COTIZ < LIQ DE SUELDO,2024-05-03
"2024224405",NO PROCESADO MEDIPASS,2024-05-17
"2024490114",COTIZ < LIQ DE SUELDO,2024-05-02
"2024487290",NO IMAGENES CON API,2024-05-02
"2024488677",COTIZ < LIQ DE SUELDO,2024-05-03
"2024205871",NO IMAGENES CON API,2024-05-13
"2024222667",NO PROCESADO MEDIPASS,2024-05-22
"2024486700",COTIZ < LIQ DE SUELDO,2024-05-02
"2024490333",COTIZ < LIQ DE SUELDO,2024-05-02
"2024485138",NO IMAGENES CON API,2024-05-07
"2024499873",NO PROCESADO MEDIPASS,2024-05-20
"2024499906",NO PROCESADO MEDIPASS,2024-05-20
"2024486505",COTIZ < LIQ DE SUELDO,2024-05-02
"2024483719",FALTA COTIZ. SALUD,2024-05-06
"2024483719",COTIZ < LIQ DE SUELDO,2024-05-06
"2024486378",COTIZ < LIQ DE SUELDO,2024-04-30
"2024485693",RENTA = TOPE,2024-05-08
"2024485876",FALTA COTIZ. SALUD,2024-05-08
"2024485876",COTIZ < LIQ DE SUELDO,2024-05-08
"2024485412",RENTA = TOPE,2024-05-08
"2024490790",NO PROCESADO MEDIPASS,2024-05-06
"2024493549",COTIZ < LIQ DE SUELDO,2024-05-08
"2024152045",FALTA COTIZ. SALUD,2024-05-06
"2024490657",FALTA COTIZ. SALUD,2024-05-06
"2024490657",COTIZ < LIQ DE SUELDO,2024-05-06
"2024493592",COTIZ < LIQ DE SUELDO,2024-05-08
"2024484462",NO PROCESADO MEDIPASS,2024-05-07
"2024205948",NO PROCESADO MEDIPASS,2024-05-13
"2024493820",FALTA COTIZ. SALUD,2024-05-08
"2024493820",COTIZ < LIQ DE SUELDO,2024-05-08
"2024228004",NO PROCESADO MEDIPASS,2024-05-24
"2024488643",COTIZ < LIQ DE SUELDO,2024-05-03
"2024498989",NO PROCESADO MEDIPASS,2024-04-29
"2024484196",COTIZ < LIQ DE SUELDO,2024-05-07
"2024211128",NO IMAGENES CON API,2024-05-14
"2024205946",NO IMAGENES CON API,2024-05-13
"2024218371",NO PROCESADO MEDIPASS,2024-05-17
"2024484724",NO PROCESADO MEDIPASS,2024-05-07
"2024154468",FALTA COTIZ. SALUD,2024-05-08
"2024483287",FALTA COTIZ. SALUD,2024-05-06
"2024483287",COTIZ < LIQ DE SUELDO,2024-05-06
"2024228729",NO IMAGENES CON API,2024-05-24
"2024486135",COTIZ < LIQ DE SUELDO,2024-04-30
"2024490033",NO PROCESADO MEDIPASS,2024-05-02
"2024484448",NO PROCESADO MEDIPASS,2024-05-07
"2024150138",NO HAY IMAGENES PARA DESCARGAR,2024-05-06
"2024207309",NO PROCESADO MEDIPASS,2024-05-10
"2024467116",FALTA COTIZ. SALUD,2024-05-07
"2024467116",RENTA = TOPE,2024-05-07
"2024485018",NO IMAGENES CON API,2024-05-07
"2024217814",NO IMAGENES CON API,2024-05-29
"2024224798",NO PROCESADO MEDIPASS,2024-05-17
"2024493244",NO PROCESADO MEDIPASS,2024-05-08
"2024200568",NO PROCESADO MEDIPASS,2024-05-16
"2024489202",NO PROCESADO MEDIPASS,2024-04-29
"2024210159",NO PROCESADO MEDIPASS,2024-05-10
"2024229108",NO IMAGENES CON API,2024-05-24
"2024483350",COTIZ < LIQ DE SUELDO,2024-05-06
"2024483478",COTIZ < LIQ DE SUELDO,2024-05-06
"2024493435",NO PROCESADO MEDIPASS,2024-05-08
"2024203370",NO PROCESADO MEDIPASS,2024-05-27
"2024485573",RENTA = TOPE,2024-05-08
"2024487520",NO HAY IMAGENES PARA DESCARGAR,2024-05-03
"2024487585",FALTA COTIZ. SALUD,2024-05-03
"2024483126",RENTA = TOPE,2024-05-06
"2024486802",RENTA = TOPE,2024-05-02
"2024487387",COTIZ < LIQ DE SUELDO,2024-05-02
"2024490141",COTIZ < LIQ DE SUELDO,2024-05-02
"2024222663",NO PROCESADO MEDIPASS,2024-05-22
"2024201932",NO PROCESADO MEDIPASS,2024-05-16
"2024488482",FALTA COTIZ. SALUD,2024-05-03
"2024488482",COTIZ < LIQ DE SUELDO,2024-05-03
"2024496089",FALTA COTIZ. SALUD,2024-05-09
"2024496089",COTIZ < LIQ DE SUELDO,2024-05-09
"2024222697",NO PROCESADO MEDIPASS,2024-05-22
"2024208924",NO HAY IMAGENES PARA DESCARGAR,2024-05-14
"2024483676",RENTA = TOPE,2024-05-06
"2024048003",FALTA COTIZ. SALUD,2024-05-06
"2024210819",COTIZ < LIQ DE SUELDO,2024-05-14
"2024483790",COTIZ < LIQ DE SUELDO,2024-05-06
"2024496465",COTIZ < LIQ DE SUELDO,2024-05-09
"2024484051",COTIZ < LIQ DE SUELDO,2024-05-07
"2024212281",NO PROCESADO MEDIPASS,2024-05-23
"2024205612",NO IMAGENES CON API,2024-05-13
"2024207248",NO PROCESADO MEDIPASS,2024-05-10
"2024483670",FALTA COTIZ. SALUD,2024-05-06
"2024483670",COTIZ < LIQ DE SUELDO,2024-05-06
"2024212837",NO IMAGENES CON API,2024-05-23
"2024219666",NO IMAGENES CON API,2024-05-29
"2024204265",COTIZ < LIQ DE SUELDO,2024-05-09
"2024496109",COTIZ < LIQ DE SUELDO,2024-05-09
"2024483591",COTIZ < LIQ DE SUELDO,2024-05-06
"2024483791",FALTA COTIZ. SALUD,2024-05-06
"2024483791",RENTA = TOPE,2024-05-06
"2024467120",FALTA COTIZ. SALUD,2024-05-08
"2024499810",NO PROCESADO MEDIPASS,2024-05-15
"2024208512",NO PROCESADO MEDIPASS,2024-05-14
"2024496127",FALTA COTIZ. SALUD,2024-05-09
"2024496127",COTIZ < LIQ DE SUELDO,2024-05-09
"2024496438",NO HAY IMAGENES PARA DESCARGAR,2024-05-09
"2024496472",FALTA COTIZ. SALUD,2024-05-09
"2024496301",NO PROCESADO MEDIPASS,2024-05-09
"2024483279",RENTA = TOPE,2024-05-06
"2024204628",NO IMAGENES CON API,2024-05-09
"2024205993",NO IMAGENES CON API,2024-05-13
"2024483794",FALTA COTIZ. SALUD,2024-05-06
"2024483794",COTIZ < LIQ DE SUELDO,2024-05-06
"2024489615",NO PROCESADO MEDIPASS,2024-04-29
"2024483864",NO PROCESADO MEDIPASS,2024-05-06
"2024490287",COTIZ < LIQ DE SUELDO,2024-05-02
"2024485752",NO PROCESADO MEDIPASS,2024-05-08
"2024208077",NO IMAGENES CON API,2024-05-13
"2024486189",NO IMAGENES CON API,2024-04-30
"2024218401",NO IMAGENES CON API,2024-05-17
"2024204469",NO PROCESADO MEDIPASS,2024-05-09
"2024202086",NO PROCESADO MEDIPASS,2024-05-27
"2024484775",NO IMAGENES CON API,2024-05-07
"2024496548",FALTA COTIZ. SALUD,2024-05-09
"2024496548",COTIZ < LIQ DE SUELDO,2024-05-09
"2024491442",NO IMAGENES CON API,2024-04-30
"2024205917",COTIZ < LIQ DE SUELDO,2024-05-13
"2024483104",FALTA COTIZ. SALUD,2024-05-06
"2024483104",COTIZ < LIQ DE SUELDO,2024-05-06
"2024228263",NO PROCESADO MEDIPASS,2024-05-24
"2024485218",NO IMAGENES CON API,2024-05-07
"2024483672",COTIZ < LIQ DE SUELDO,2024-05-06
"2024496125",NO HAY IMAGENES PARA DESCARGAR,2024-05-09
"2024209411",NO IMAGENES CON API,2024-05-22
"2024208056",NO IMAGENES CON API,2024-05-13
"2024218219",NO PROCESADO MEDIPASS,2024-05-17
"2024484217",COTIZ < LIQ DE SUELDO,2024-05-07
"2024483201",COTIZ < LIQ DE SUELDO,2024-05-06
"2024200799",NO PROCESADO MEDIPASS,2024-05-16
"2024488665",FALTA COTIZ. SALUD,2024-05-03
"2024499664",NO PROCESADO MEDIPASS,2024-05-15
"2024491765",NO PROCESADO MEDIPASS,2024-04-30
"2024483170",NO PROCESADO MEDIPASS,2024-05-06
"2024493174",FALTA COTIZ. SALUD,2024-05-08
"2024493174",COTIZ < LIQ DE SUELDO,2024-05-08
"2024488002",NO PROCESADO MEDIPASS,2024-05-03
"2024498135",NO PROCESADO MEDIPASS,2024-04-25
"2024493397",COTIZ < LIQ DE SUELDO,2024-05-08
"2024225893",NO IMAGENES CON API,2024-05-23
"2024208954",COTIZ < LIQ DE SUELDO,2024-05-14
"2024496395",FALTA COTIZ. SALUD,2024-05-09
"2024496395",COTIZ < LIQ DE SUELDO,2024-05-09
"2024483453",FALTA COTIZ. SALUD,2024-05-06
"2024483453",COTIZ < LIQ DE SUELDO,2024-05-06
"2024483453",NO SE ENCUENTRA CODIGO AFP,2024-05-06
"2024484883",NO PROCESADO MEDIPASS,2024-05-07
"2024484318",COTIZ < LIQ DE SUELDO,2024-05-07
"2024484380",COTIZ < LIQ DE SUELDO,2024-05-07
"2024484390",COTIZ < LIQ DE SUELDO,2024-05-07
"2024484532",COTIZ < LIQ DE SUELDO,2024-05-07
"2024202929",NO PROCESADO MEDIPASS,2024-05-27
"2024210973",NO PROCESADO MEDIPASS,2024-05-14
"2024489300",RENTA = TOPE,2024-04-29
"2024485053",NO HAY IMAGENES PARA DESCARGAR,2024-05-07
"2024225487",NO PROCESADO MEDIPASS,2024-05-23
"2024490975",COTIZ < LIQ DE SUELDO,2024-05-06
"2024487388",NO IMAGENES CON API,2024-05-02
"2024498459",NO PROCESADO MEDIPASS,2024-04-26
"2024200494",NO PROCESADO MEDIPASS,2024-05-16
"2024493835",NO PROCESADO MEDIPASS,2024-05-08
"2024204722",NO IMAGENES CON API,2024-05-09
"2024499480",NO PROCESADO MEDIPASS,2024-05-07
"2024491216",NO PROCESADO MEDIPASS,2024-04-29
"2024204851",NO IMAGENES CON API,2024-05-09
"2024483622",FALTA COTIZ. SALUD,2024-05-06
"2024483622",COTIZ < LIQ DE SUELDO,2024-05-06
"2024483652",FALTA COTIZ. SALUD,2024-05-06
"2024487292",NO IMAGENES CON API,2024-05-02
"2024499650",NO PROCESADO MEDIPASS,2024-05-15
"2024201879",NO IMAGENES CON API,2024-05-16
"2024484927",COTIZ < LIQ DE SUELDO,2024-05-07
"2024202156",NO PROCESADO MEDIPASS,2024-05-27
"2024499483",NO PROCESADO MEDIPASS,2024-05-07
"2024496287",NO PROCESADO MEDIPASS,2024-05-09
"2024204621",NO IMAGENES CON API,2024-05-09
"2024499460",COTIZ < LIQ DE SUELDO,2024-05-07
"2024493366",FALTA COTIZ. SALUD,2024-05-08
"2024493366",COTIZ < LIQ DE SUELDO,2024-05-08
"2024493703",FALTA COTIZ. SALUD,2024-05-08
"2024493703",COTIZ < LIQ DE SUELDO,2024-05-08
"2024210440",NO PROCESADO MEDIPASS,2024-05-13
"2024485447",FALTA COTIZ. SALUD,2024-05-08
"2024485447",COTIZ < LIQ DE SUELDO,2024-05-08
"2024210115",NO HAY IMAGENES PARA DESCARGAR,2024-05-10
"2024225728",FALTA COTIZ. SALUD,2024-05-23
"2024225728",RENTA = TOPE,2024-05-23
"2024228395",COTIZ < LIQ DE SUELDO,2024-05-24
"2024485882",FALTA COTIZ. SALUD,2024-05-08
"2024485882",COTIZ < LIQ DE SUELDO,2024-05-08
"2024228827",COTIZ < LIQ DE SUELDO,2024-05-24
"2024202709",NO PROCESADO MEDIPASS,2024-05-27
"2024227976",COTIZ < LIQ DE SUELDO,2024-05-24
"2024484807",NO IMAGENES CON API,2024-05-07
"2024487421",NO IMAGENES CON API,2024-05-02
"2024204449",NO PROCESADO MEDIPASS,2024-05-09
"2024224566",COTIZ < LIQ DE SUELDO,2024-05-17
"2024228806",COTIZ < LIQ DE SUELDO,2024-05-24
"2024493505",RENTA = TOPE,2024-05-08
"2024211001",COTIZ < LIQ DE SUELDO,2024-05-14
"2024485428",FALTA COTIZ. SALUD,2024-05-08
"2024485428",COTIZ < LIQ DE SUELDO,2024-05-08
"2024227727",FALTA COTIZ. SALUD,2024-05-24
"2024227984",COTIZ < LIQ DE SUELDO,2024-05-24
"2024467216",NO HAY IMAGENES PARA DESCARGAR,2024-05-27
"2024228213",COTIZ < LIQ DE SUELDO,2024-05-24
"2024222176",NO PROCESADO MEDIPASS,2024-05-20
"2024499026",NO PROCESADO MEDIPASS,2024-04-29
"2024218612",NO IMAGENES CON API,2024-05-17
"2024484699",NO PROCESADO MEDIPASS,2024-05-07
"2024485188",COTIZ < LIQ DE SUELDO,2024-05-07
"2024485315",RENTA = TOPE,2024-05-07
"2024224404",NO PROCESADO MEDIPASS,2024-05-17
"2024225430",NO IMAGENES CON API,2024-05-22
"2024486222",NO PROCESADO MEDIPASS,2024-04-30
"2024490596",NO PROCESADO MEDIPASS,2024-05-06
"2024493619",NO PROCESADO MEDIPASS,2024-05-08
"2024203150",NO PROCESADO MEDIPASS,2024-05-27
"2024205389",NO IMAGENES CON API,2024-05-13
"2024490076",COTIZ < LIQ DE SUELDO,2024-05-02
"2024486341",NO IMAGENES CON API,2024-04-30
"2024490101",COTIZ < LIQ DE SUELDO,2024-05-02
"2024490169",COTIZ < LIQ DE SUELDO,2024-05-02
"2024496685",NO IMAGENES CON API,2024-05-09
"2024490006",FALTA COTIZ. SALUD,2024-05-02
"2024204394",NO PROCESADO MEDIPASS,2024-05-09
"2024499647",NO PROCESADO MEDIPASS,2024-05-15
"2024228032",NO PROCESADO MEDIPASS,2024-05-24
"2024490689",COTIZ < LIQ DE SUELDO,2024-05-06
"2024222767",NO PROCESADO MEDIPASS,2024-05-22
"2024209507",NO IMAGENES CON API,2024-05-22
"2024209147",NO IMAGENES CON API,2024-05-22
"2024493542",FALTA COTIZ. SALUD,2024-05-08
"2024485017",NO IMAGENES CON API,2024-05-07
"2024485423",COTIZ < LIQ DE SUELDO,2024-05-08
"2024207712",COTIZ < LIQ DE SUELDO,2024-05-10
"2024486037",NO IMAGENES CON API,2024-04-30
"2024204799",NO PROCESADO MEDIPASS,2024-05-09
"2024228073",NO PROCESADO MEDIPASS,2024-05-24
"2024207643",COTIZ < LIQ DE SUELDO,2024-05-10
"2024216477",NO PROCESADO MEDIPASS,2024-05-28
"2024484202",COTIZ < LIQ DE SUELDO,2024-05-07
"2024201872",NO IMAGENES CON API,2024-05-16
"2024496457",COTIZ < LIQ DE SUELDO,2024-05-09
"2024204989",FALTA COTIZ. SALUD,2024-05-10
"2024207680",NO PROCESADO MEDIPASS,2024-05-10
"2024487276",NO IMAGENES CON API,2024-05-02
"2024208477",NO PROCESADO MEDIPASS,2024-05-14
"2024222173",NO PROCESADO MEDIPASS,2024-05-20
"2024484504",COTIZ < LIQ DE SUELDO,2024-05-07
"2024493748",COTIZ < LIQ DE SUELDO,2024-05-08
"2024205880",NO IMAGENES CON API,2024-05-13
"2024486221",NO IMAGENES CON API,2024-04-30
"2024484442",NO PROCESADO MEDIPASS,2024-05-07
"2024499659",NO PROCESADO MEDIPASS,2024-05-15
"2024212312",NO PROCESADO MEDIPASS,2024-05-23
"2024212068",NO PROCESADO MEDIPASS,2024-05-23
"2024200715",COTIZ < LIQ DE SUELDO,2024-05-16
"2024204993",NO HAY IMAGENES PARA DESCARGAR,2024-05-10
"2024209894",RENTA = TOPE,2024-05-23
"2024207238",NO HAY IMAGENES PARA DESCARGAR,2024-05-10
"2024228952",RENTA = TOPE,2024-05-24
"2024204559",NO IMAGENES CON API,2024-05-09
"2024491211",NO PROCESADO MEDIPASS,2024-04-29
"2024496506",NO PROCESADO MEDIPASS,2024-05-09
"2024212493",NO IMAGENES CON API,2024-05-23
"2024207433",RENTA = TOPE,2024-05-10
"2024490706",FALTA COTIZ. SALUD,2024-05-06
"2024490706",COTIZ < LIQ DE SUELDO,2024-05-06
"2024483780",COTIZ < LIQ DE SUELDO,2024-05-06
"2024490459",RENTA = TOPE,2024-05-06
"2024207744",FALTA COTIZ. SALUD,2024-05-10
"2024207744",COTIZ < LIQ DE SUELDO,2024-05-10
"2024207887",RENTA = TOPE,2024-05-10
"2024200089",NO PROCESADO MEDIPASS,2024-05-15
"2024218603",NO PROCESADO MEDIPASS,2024-05-17
"2024496451",COTIZ < LIQ DE SUELDO,2024-05-09
"2024484526",FALTA COTIZ. SALUD,2024-05-07
"2024200489",NO PROCESADO MEDIPASS,2024-05-16
"2024493030",NO IMAGENES CON API,2024-05-07
"2024491066",NO IMAGENES CON API,2024-04-29
"2024486058",NO IMAGENES CON API,2024-04-30
"2024210528",NO PROCESADO MEDIPASS,2024-05-13
"2024210805",FALTA COTIZ. SALUD,2024-05-14
"2024201628",NO IMAGENES CON API,2024-05-16
"2024211410",COTIZ < LIQ DE SUELDO,2024-05-15
"2024487366",NO IMAGENES CON API,2024-05-02
"2024488974",NO PROCESADO MEDIPASS,2024-05-03
"2024205110",COTIZ < LIQ DE SUELDO,2024-05-13
"2024207352",FALTA COTIZ. SALUD,2024-05-10
"2024224039",COTIZ < LIQ DE SUELDO,2024-05-17
"2024210844",NO HAY IMAGENES PARA DESCARGAR,2024-05-14
"2024496661",NO HAY IMAGENES PARA DESCARGAR,2024-05-09
"2024496739",NO HAY IMAGENES PARA DESCARGAR,2024-05-14
"2024496757",NO HAY IMAGENES PARA DESCARGAR,2024-05-14
"2024207586",FALTA COTIZ. SALUD,2024-05-10
"2024486395",NO IMAGENES CON API,2024-04-30
"2024218540",NO IMAGENES CON API,2024-05-17
"2024484915",NO IMAGENES CON API,2024-05-07
"2024210999",COTIZ < LIQ DE SUELDO,2024-05-14
"2024224339",NO PROCESADO MEDIPASS,2024-05-17
"2024212282",NO PROCESADO MEDIPASS,2024-05-23
"2024200823",COTIZ < LIQ DE SUELDO,2024-05-16
"2024224681",COTIZ < LIQ DE SUELDO,2024-05-17
"2024496925",FALTA COTIZ. SALUD,2024-05-14
"2024207928",FALTA COTIZ. SALUD,2024-05-10
"2024484589",FALTA COTIZ. SALUD,2024-05-07
"2024484589",COTIZ < LIQ DE SUELDO,2024-05-07
"2024493033",NO IMAGENES CON API,2024-05-07
"2024208469",NO PROCESADO MEDIPASS,2024-05-14
"2024493043",NO HAY IMAGENES PARA DESCARGAR,2024-05-08
"2024210599",FALTA COTIZ. SALUD,2024-05-13
"2024493289",FALTA COTIZ. SALUD,2024-05-08
"2024493289",COTIZ < LIQ DE SUELDO,2024-05-08
"2024208754",NO PROCESADO MEDIPASS,2024-05-14
"2024219717",NO IMAGENES CON API,2024-05-29
"2024488509",COTIZ < LIQ DE SUELDO,2024-05-03
"2024228015",NO PROCESADO MEDIPASS,2024-05-24
"2024208274",NO IMAGENES CON API,2024-05-14
"2024205787",COTIZ < LIQ DE SUELDO,2024-05-13
"2024205466",NO PROCESADO MEDIPASS,2024-05-13
"2024496545",COTIZ < LIQ DE SUELDO,2024-05-09
"2024493662",FALTA COTIZ. SALUD,2024-05-08
"2024493662",COTIZ < LIQ DE SUELDO,2024-05-08
"2024210662",COTIZ < LIQ DE SUELDO,2024-05-13
"2024225949",NO IMAGENES CON API,2024-05-23
"2024201692",NO IMAGENES CON API,2024-05-16
"2024201608",NO IMAGENES CON API,2024-05-16
"2024205744",FALTA COTIZ. SALUD,2024-05-13
"2024205744",COTIZ < LIQ DE SUELDO,2024-05-13
"2024205777",COTIZ < LIQ DE SUELDO,2024-05-13
"2024205025",COTIZ < LIQ DE SUELDO,2024-05-13
"2024497309",NO PROCESADO MEDIPASS,2024-04-25
